Timestamp,PM2.5 (µg/m³)
9201,164.202
9202,183.72
9203,147.043
9204,90.872
9205,82.738
9206,95.678
9207,86.325
9208,105.82
9209,79.35
9210,86.092
9211,115.755
9212,131.795
9213,145.408
9214,186.808
9215,167.655
9216,147.65
9217,121.222
9218,92.922
9219,37.038
9220,8.852
9221,31.16
9222,33.365
9223,43.285
9224,41.362
9225,50.872
9226,51.45
9227,53.47
9228,49.105
9229,32.615
9230,40.272
9231,31.075
9232,70.242
9233,67.425
9234,79.885
9235,114.57
9236,84.41
9237,75.358
9238,60.742
9239,69.315
9240,80.13
9241,82.87
9242,72.028
9243,72.125
9244,94.24
9245,113.538
9246,138.105
9247,133.445
9248,119.642
9249,131.345
9250,175.678
9251,199.62
9252,177.825
9253,172.282
9254,164.56
9255,190.73
9256,167.855
9257,162.455
9258,169.728
9259,195.442
9260,245.735
9261,268.335
9262,327.918
9263,302.042
9264,290.782
9265,293.348
9266,295.735
9267,285.122
9268,252.095
9269,271.818
9270,296.848
9271,269.218
9272,244.72
9273,232.09
9274,189.52
9275,181.13
9276,177.995
9277,115.25
9278,110.008
9279,78.932
9280,90.57
9281,85.54
9282,103.2
9283,115.625
9284,157.868
9285,194.0
9286,262.41
9287,230.085
9288,190.74
9289,136.28
9290,107.56
9291,88.25
9292,94.235
9293,88.98
9294,116.802
9295,128.545
9296,134.8
9297,152.258
9298,126.885
9299,90.872
9300,71.57
9301,76.738
9302,63.802
9303,52.823
9304,41.392
9305,55.22
9306,75.525
9307,96.845
9308,142.482
9309,210.865
9310,221.54
9311,210.32
9312,181.502
9313,108.012
9314,98.642
9315,112.64
9316,133.615
9317,158.105
9318,154.038
9319,77.898
9320,50.57
9321,36.49
9322,33.02
9323,29.582
9324,27.39
9325,23.132
9326,29.705
9327,30.112
9328,33.495
9329,21.49
9330,30.72
9331,54.87
9332,56.5
9333,69.36
9334,65.668
9335,52.75
9336,43.37
9337,43.118
9338,53.858
9339,48.762
9340,52.862
9341,47.675
9342,52.298
9343,74.398
9344,82.095
9345,68.48
9346,71.935
9347,70.21
9348,70.38
9349,73.958
9350,117.733
9351,95.518
9352,141.348
9353,234.522
9354,131.79
9355,101.058
9356,113.178
9357,105.318
9358,92.67
9359,82.688
9360,83.555
9361,85.108
9362,85.432
9363,95.082
9364,94.232
9365,115.858
9366,140.525
9367,127.79
9368,136.755
9369,237.652
9370,156.455
9371,205.518
9372,172.672
9373,109.132
9374,75.138
9375,113.415
9376,104.245
9377,98.56
9378,98.158
9379,105.118
9380,104.438
9381,95.648
9382,88.398
9383,72.028
9384,78.905
9385,69.36
9386,66.128
9387,61.485
9388,59.255
9389,63.6
9390,92.395
9391,96.24
9392,90.105
9393,82.682
9394,73.205
9395,96.925
9396,70.08
9397,72.098
9398,67.015
9399,62.492
9400,52.74
9401,44.262
9402,45.97
9403,73.572
9404,97.692
9405,80.382
9406,85.37
9407,82.352
9408,91.282
9409,77.227
9410,71.01
9411,61.905
9412,60.088
9413,56.312
9414,79.322
9415,75.488
9416,69.11
9417,68.578
9418,99.65
9419,100.142
9420,87.622
9421,94.682
9422,107.605
9423,141.495
9424,167.952
9425,77.735
9426,77.322
9427,94.555
9428,151.22
9429,160.752
9430,142.078
9431,156.862
9432,190.78
9433,171.092
9434,145.098
9435,182.822
9436,150.858
9437,152.988
9438,167.46
9439,163.318
9440,144.138
9441,129.012
9442,102.318
9443,73.47
9444,70.795
9445,78.45
9446,46.482
9447,40.475
9448,61.718
9449,68.528
9450,74.692
9451,86.475
9452,124.188
9453,121.978
9454,101.37
9455,115.978
9456,96.83
9457,70.048
9458,37.798
9459,18.068
9460,25.902
9461,9.882
9462,15.688
9463,17.18
9464,18.952
9465,23.88
9466,35.948
9467,30.648
9468,34.77
9469,34.46
9470,34.332
9471,32.438
9472,43.95
9473,38.795
9474,53.698
9475,72.875
9476,66.078
9477,75.935
9478,110.36
9479,86.178
9480,75.712
9481,74.292
9482,77.645
9483,53.352
9484,45.352
9485,63.535
9486,80.002
9487,52.235
9488,45.092
9489,55.978
9490,59.895
9491,47.08
9492,47.378
9493,44.142
9494,53.758
9495,38.5
9496,45.365
9497,54.625
9498,75.248
9499,82.172
9500,65.655
9501,64.805
9502,74.477
9503,76.95
9504,73.295
9505,51.488
9506,44.678
9507,51.01
9508,52.145
9509,79.22
9510,76.7
9511,65.52
9512,55.5
9513,51.79
9514,56.445
9515,59.27
9516,58.963
9517,50.598
9518,49.218
9519,42.288
9520,50.395
9521,109.35
9522,88.045
9523,90.095
9524,64.728
9525,138.532
9526,78.795
9527,61.558
9528,41.722
9529,45.005
9530,69.42
9531,75.582
9532,69.348
9533,69.477
9534,71.188
9535,68.995
9536,74.477
9537,75.4
9538,75.938
9539,65.65
9540,55.232
9541,45.01
9542,49.608
9543,37.752
9544,34.438
9545,47.588
9546,49.978
9547,54.652
9548,66.005
9549,83.362
9550,87.998
9551,74.328
9552,67.265
9553,85.858
9554,100.44
9555,112.692
9556,88.975
9557,55.732
9558,58.162
9559,50.348
9560,55.22
9561,63.748
9562,75.142
9563,65.962
9564,55.6
9565,47.012
9566,61.5
9567,47.242
9568,43.972
9569,44.8
9570,47.788
9571,62.565
9572,84.4
9573,89.595
9574,109.588
9575,103.828
9576,98.37
9577,110.468
9578,123.308
9579,107.318
9580,90.84
9581,71.722
9582,70.32
9583,72.818
9584,78.49
9585,73.192
9586,91.715
9587,75.518
9588,60.05
9589,48.865
9590,56.035
9591,44.452
9592,57.26
9593,61.04
9594,68.292
9595,84.225
9596,86.042
9597,90.85
9598,81.305
9599,102.082
9600,111.468
9601,120.588
9602,106.355
9603,91.115
9604,78.802
9605,77.98
9606,92.965
9607,98.112
9608,84.822
9609,77.848
9610,78.512
9611,71.382
9612,62.208
9613,44.37
9614,50.842
9615,30.658
9616,23.542
9617,22.12
9618,32.902
9619,44.58
9620,98.862
9621,109.3
9622,112.532
9623,101.658
9624,129.335
9625,121.762
9626,148.035
9627,124.04
9628,119.308
9629,117.342
9630,125.962
9631,98.505
9632,73.168
9633,44.78
9634,58.268
9635,51.58
9636,45.038
9637,46.62
9638,55.183
9639,57.242
9640,47.795
9641,49.925
9642,78.71
9643,91.522
9644,98.82
9645,118.828
9646,128.27
9647,120.002
9648,128.162
9649,128.765
9650,131.892
9651,119.412
9652,161.482
9653,177.615
9654,177.438
9655,122.478
9656,96.03
9657,93.618
9658,79.068
9659,65.928
9660,61.058
9661,49.942
9662,41.85
9663,22.512
9664,12.195
9665,97.435
9666,252.98
9667,55.702
9668,29.382
9669,27.888
9670,42.408
9671,66.052
9672,67.768
9673,66.583
9674,40.985
9675,31.013
9676,62.32
9677,85.91
9678,62.51
9679,55.01
9680,47.592
9681,48.785
9682,61.05
9683,55.508
9684,42.2
9685,36.73
9686,44.295
9687,24.425
9688,21.832
9689,35.805
9690,49.285
9691,55.145
9692,71.88
9693,91.402
9694,105.198
9695,108.258
9696,106.832
9697,108.588
9698,125.58
9699,115.448
9700,88.108
9701,98.26
9702,94.995
9703,87.262
9704,80.67
9705,99.605
9706,105.515
9707,83.582
9708,57.325
9709,47.44
9710,37.758
9711,24.842
9712,30.348
9713,30.342
9714,44.582
9715,57.868
9716,51.68
9717,54.528
9718,53.092
9719,55.058
9720,51.612
9721,64.062
9722,67.878
9723,79.775
9724,81.415
9725,72.922
9726,89.5
9727,69.935
9728,54.408
9729,78.818
9730,90.88
9731,90.13
9732,46.27
9733,46.882
9734,53.81
9735,33.805
9736,26.918
9737,22.808
9738,37.28
9739,65.958
9740,76.662
9741,59.015
9742,78.158
9743,114.542
9744,106.055
9745,100.552
9746,83.298
9747,89.342
9748,104.135
9749,121.47
9750,168.228
9751,156.538
9752,145.978
9753,105.565
9754,118.19
9755,147.115
9756,115.955
9757,77.09
9758,70.61
9759,52.275
9760,65.86
9761,80.058
9762,82.09
9763,65.773
9764,83.242
9765,108.682
9766,93.825
9767,75.752
9768,68.94
9769,49.24
9770,44.198
9771,42.678
9772,63.835
9773,75.99
9774,68.735
9775,55.08
9776,50.84
9777,54.155
9778,70.945
9779,44.642
9780,67.362
9781,46.94
9782,27.418
9783,24.695
9784,20.428
9785,16.932
9786,20.05
9787,53.45
9788,55.558
9789,47.805
9790,47.73
9791,39.318
9792,32.368
9793,43.888
9794,38.71
9795,39.07
9796,31.505
9797,26.152
9798,33.01
9799,45.68
9800,51.482
9801,55.172
9802,59.5
9803,50.468
9804,42.452
9805,29.23
9806,32.705
9807,19.978
9808,23.198
9809,20.59
9810,24.182
9811,40.545
9812,28.485
9813,37.485
9814,53.912
9815,47.05
9816,46.092
9817,47.578
9818,45.1
9819,40.542
9820,38.768
9821,49.44
9822,62.312
9823,50.675
9824,51.085
9825,48.878
9826,60.012
9827,68.222
9828,58.79
9829,53.175
9830,40.805
9831,29.425
9832,31.65
9833,36.905
9834,36.265
9835,54.208
9836,62.088
9837,57.768
9838,52.058
9839,61.185
9840,88.47
9841,109.26
9842,90.175
9843,72.842
9844,72.032
9845,77.488
9846,81.258
9847,73.27
9848,62.35
9849,68.412
9850,86.23
9851,74.4
9852,71.702
9853,74.672
9854,69.46
9855,40.132
9856,44.488
9857,46.433
9858,55.832
9859,66.255
9860,75.455
9861,99.742
9862,115.16
9863,135.048
9864,127.918
9865,125.022
9866,124.28
9867,106.638
9868,105.032
9869,111.262
9870,120.505
9871,102.818
9872,86.615
9873,98.602
9874,107.415
9875,115.84
9876,121.532
9877,121.9
9878,119.242
9879,136.265
9880,147.782
9881,144.325
9882,157.372
9883,154.338
9884,147.132
9885,155.615
9886,170.07
9887,176.002
9888,203.662
9889,216.202
9890,213.41
9891,212.16
9892,206.42
9893,218.532
9894,250.638
9895,220.24
9896,203.52
9897,185.668
9898,127.008
9899,118.065
9900,124.125
9901,140.975
9902,143.332
9903,120.92
9904,112.098
9905,130.932
9906,149.018
9907,175.238
9908,183.272
9909,206.005
9910,259.305
9911,266.5
9912,251.025
9913,245.648
9914,230.095
9915,220.04
9916,247.175
9917,234.582
9918,225.948
9919,196.832
9920,180.672
9921,231.28
9922,199.665
9923,164.258
9924,117.65
9925,97.418
9926,110.378
9927,87.782
9928,83.242
9929,110.462
9930,101.5
9931,101.99
9932,110.615
9933,112.532
9934,130.045
9935,160.948
9936,175.025
9937,158.235
9938,152.14
9939,152.748
9940,146.065
9941,152.435
9942,181.158
9943,183.885
9944,186.368
9945,199.238
9946,134.695
9947,103.11
9948,102.22
9949,100.122
9950,76.79
9951,91.8
9952,94.108
9953,82.445
9954,96.855
9955,119.348
9956,134.052
9957,135.66
9958,153.568
9959,137.52
9960,124.85
9961,117.555
9962,119.405
9963,147.995
9964,167.985
9965,162.233
9966,157.528
9967,132.502
9968,108.525
9969,89.118
9970,99.938
9971,75.758
9972,63.823
9973,66.655
9974,53.788
9975,42.125
9976,34.028
9977,68.352
9978,91.695
9979,91.465
9980,98.21
9981,79.69
9982,93.442
9983,84.698
9984,89.675
9985,70.175
9986,56.608
9987,59.725
9988,73.555
9989,122.045
9990,119.265
9991,108.208
9992,96.228
9993,93.082
9994,71.87
9995,70.99
9996,77.068
9997,82.835
9998,76.822
9999,87.145
10000,96.108
10001,110.048
10002,112.355
10003,131.08
10004,143.182
10005,148.505
10006,150.34
10007,138.595
10008,121.118
10009,119.135
10010,101.46
10011,136.878
10012,134.512
10013,127.615
10014,135.992
10015,92.458
10016,72.215
10017,65.152
10018,94.96
10019,94.783
10020,94.605
10021,94.428
10022,94.251
10023,94.074
10024,93.896
10025,93.719
10026,93.542
10027,93.365
10028,93.188
10029,93.01
10030,92.833
10031,92.656
10032,92.478
10033,92.301
10034,92.124
10035,91.947
10036,91.77
10037,91.592
10038,91.415
10039,74.955
10040,70.478
10041,82.565
10042,81.588
10043,64.132
10044,61.135
10045,49.952
10046,44.958
10047,25.188
10048,21.675
10049,31.232
10050,42.108
10051,40.042
10052,56.938
10053,56.632
10054,67.01
10055,77.16
10056,60.148
10057,83.44
10058,72.325
10059,107.395
10060,111.592
10061,100.875
10062,105.65
10063,69.965
10064,65.498
10065,74.912
10066,85.308
10067,73.24
10068,65.258
10069,55.162
10070,41.278
10071,20.718
10072,27.47
10073,32.145
10074,50.32
10075,56.185
10076,64.165
10077,95.305
10078,116.448
10079,104.428
10080,123.74
10081,115.77
10082,106.162
10083,91.205
10084,92.848
10085,103.835
10086,117.475
10087,112.428
10088,83.977
10089,61.792
10090,83.518
10091,95.552
10092,81.962
10093,81.25
10094,71.86
10095,60.552
10096,51.612
10097,50.362
10098,59.818
10099,78.725
10100,105.685
10101,99.072
10102,123.35
10103,126.942
10104,126.672
10105,159.025
10106,163.01
10107,170.19
10108,168.722
10109,165.33
10110,193.358
10111,243.438
10112,156.822
10113,149.988
10114,119.17
10115,94.985
10116,79.642
10117,76.505
10118,74.35
10119,45.81
10120,39.415
10121,57.47
10122,61.7
10123,72.765
10124,99.185
10125,100.558
10126,94.245
10127,122.66
10128,116.618
10129,127.538
10130,100.585
10131,66.15
10132,97.808
10133,140.715
10134,174.8
10135,159.205
10136,129.048
10137,117.185
10138,137.92
10139,95.095
10140,85.932
10141,76.392
10142,38.028
10143,22.898
10144,43.968
10145,66.13
10146,46.505
10147,48.338
10148,95.518
10149,102.462
10150,76.74
10151,94.38
10152,103.705
10153,89.925
10154,103.26
10155,98.83
10156,116.082
10157,114.93
10158,117.465
10159,113.888
10160,104.738
10161,95.918
10162,75.972
10163,57.79
10164,56.172
10165,68.298
10166,55.205
10167,40.932
10168,36.448
10169,26.255
10170,46.98
10171,32.515
10172,30.872
10173,41.305
10174,45.908
10175,59.448
10176,52.175
10177,49.942
10178,61.18
10179,76.37
10180,66.708
10181,53.732
10182,72.91
10183,36.91
10184,22.292
10185,55.095
10186,42.942
10187,55.788
10188,52.188
10189,48.795
10190,51.215
10191,43.338
10192,54.51
10193,61.085
10194,51.652
10195,61.088
10196,86.798
10197,87.402
10198,118.715
10199,135.045
10200,141.9
10201,134.555
10202,122.838
10203,91.24
10204,89.523
10205,80.692
10206,115.785
10207,102.7
10208,99.812
10209,117.04
10210,114.872
10211,107.928
10212,85.03
10213,42.23
10214,22.37
10215,21.346
10216,20.321
10217,19.297
10218,18.272
10219,14.44
10220,35.445
10221,54.695
10222,58.128
10223,54.488
10224,60.368
10225,69.273
10226,64.243
10227,95.545
10228,91.17
10229,83.695
10230,89.528
10231,62.59
10232,56.872
10233,63.51
10234,55.782
10235,68.788
10236,51.925
10237,46.892
10238,46.772
10239,5.57
10240,12.685
10241,25.622
10242,31.912
10243,52.478
10244,49.988
10245,42.042
10246,41.855
10247,43.375
10248,40.372
10249,48.435
10250,38.968
10251,36.685
10252,32.09
10253,47.33
10254,62.215
10255,48.345
10256,35.2
10257,34.18
10258,44.378
10259,65.692
10260,37.455
10261,34.155
10262,17.62
10263,8.735
10264,31.372
10265,26.07
10266,33.438
10267,41.268
10268,52.715
10269,74.342
10270,76.105
10271,52.238
10272,52.352
10273,47.073
10274,32.228
10275,15.082
10276,28.345
10277,23.675
10278,62.072
10279,48.245
10280,50.0
10281,55.442
10282,45.985
10283,36.652
10284,26.825
10285,31.568
10286,23.102
10287,14.668
10288,25.418
10289,26.36
10290,29.958
10291,29.625
10292,35.648
10293,54.51
10294,60.395
10295,69.197
10296,56.45
10297,51.302
10298,51.58
10299,83.65
10300,90.632
10301,64.585
10302,66.412
10303,70.727
10304,90.702
10305,98.858
10306,77.708
10307,55.6
10308,38.22
10309,39.978
10310,39.51
10311,29.23
10312,24.028
10313,19.705
10314,20.022
10315,31.128
10316,46.185
10317,59.098
10318,69.12
10319,60.878
10320,87.02
10321,130.673
10322,155.255
10323,167.728
10324,135.408
10325,94.852
10326,109.258
10327,95.658
10328,101.112
10329,78.855
10330,61.17
10331,56.408
10332,43.01
10333,36.512
10334,23.158
10335,18.855
10336,20.132
10337,31.805
10338,30.77
10339,28.172
10340,39.475
10341,87.39
10342,113.57
10343,120.602
10344,158.44
10345,171.778
10346,202.788
10347,174.515
10348,152.798
10349,131.848
10350,126.995
10351,80.615
10352,78.76
10353,90.325
10354,73.558
10355,44.855
10356,52.53
10357,40.748
10358,5.643
10359,33.018
10360,36.2
10361,39.672
10362,36.938
10363,38.112
10364,35.532
10365,57.87
10366,61.13
10367,72.192
10368,64.548
10369,37.725
10370,18.04
10371,12.928
10372,21.84
10373,23.215
10374,30.802
10375,26.922
10376,24.985
10377,30.92
10378,47.42
10379,39.105
10380,51.722
10381,50.825
10382,42.995
10383,39.675
10384,34.775
10385,20.53
10386,29.885
10387,31.13
10388,61.608
10389,65.862
10390,72.765
10391,61.422
10392,81.65
10393,79.528
10394,74.282
10395,60.752
10396,83.065
10397,126.71
10398,98.88
10399,79.118
10400,61.952
10401,54.778
10402,53.885
10403,51.08
10404,51.975
10405,46.928
10406,45.5
10407,30.452
10408,43.692
10409,41.398
10410,45.522
10411,49.555
10412,62.382
10413,75.448
10414,76.697
10415,88.862
10416,115.72
10417,116.352
10418,105.282
10419,138.862
10420,117.425
10421,97.188
10422,96.352
10423,92.38
10424,83.925
10425,69.395
10426,63.068
10427,69.335
10428,52.89
10429,48.342
10430,36.768
10431,19.46
10432,5.425
10433,13.012
10434,33.138
10435,52.832
10436,69.098
10437,71.49
10438,78.058
10439,73.585
10440,98.398
10441,128.517
10442,132.63
10443,104.152
10444,84.685
10445,86.242
10446,119.49
10447,127.788
10448,77.01
10449,62.658
10450,51.085
10451,49.478
10452,63.362
10453,46.398
10454,46.828
10455,35.72
10456,40.34
10457,46.362
10458,46.54
10459,51.65
10460,49.672
10461,69.628
10462,89.798
10463,94.368
10464,109.61
10465,101.778
10466,110.462
10467,116.74
10468,119.712
10469,132.282
10470,143.115
10471,124.672
10472,95.775
10473,84.15
10474,75.228
10475,65.148
10476,77.712
10477,62.088
10478,41.035
10479,37.132
10480,43.74
10481,44.362
10482,53.81
10483,43.965
10484,65.27
10485,105.168
10486,105.64
10487,100.548
10488,80.55
10489,71.872
10490,82.31
10491,137.233
10492,180.35
10493,144.932
10494,165.335
10495,137.498
10496,101.662
10497,72.278
10498,68.188
10499,72.075
10500,64.8
10501,48.148
10502,37.06
10503,26.19
10504,32.93
10505,39.185
10506,32.478
10507,38.212
10508,48.172
10509,57.79
10510,72.568
10511,94.842
10512,95.282
10513,91.13
10514,112.722
10515,141.778
10516,131.048
10517,133.805
10518,132.845
10519,119.89
10520,141.468
10521,136.07
10522,83.162
10523,40.49
10524,38.542
10525,48.302
10526,38.245
10527,37.412
10528,32.662
10529,33.45
10530,40.04
10531,49.385
10532,71.83
10533,91.688
10534,111.225
10535,116.778
10536,111.6
10537,116.095
10538,109.588
10539,119.958
10540,103.368
10541,109.518
10542,126.622
10543,129.688
10544,135.53
10545,114.86
10546,48.795
10547,43.885
10548,41.175
10549,41.582
10550,46.058
10551,43.212
10552,35.198
10553,20.515
10554,27.385
10555,35.435
10556,38.148
10557,36.952
10558,29.08
10559,33.848
10560,40.442
10561,36.235
10562,59.845
10563,44.145
10564,40.105
10565,53.985
10566,78.128
10567,83.062
10568,98.142
10569,98.925
10570,104.318
10571,127.888
10572,126.77
10573,84.882
10574,65.35
10575,42.658
10576,33.835
10577,39.828
10578,62.292
10579,78.565
10580,75.238
10581,76.732
10582,89.89
10583,108.655
10584,112.8
10585,100.225
10586,48.355
10587,39.795
10588,48.48
10589,62.605
10590,88.18
10591,66.79
10592,49.708
10593,36.648
10594,49.595
10595,69.8
10596,66.128
10597,79.09
10598,39.272
10599,17.48
10600,27.3
10601,25.218
10602,28.945
10603,40.433
10604,35.998
10605,40.548
10606,56.185
10607,65.852
10608,62.945
10609,64.092
10610,63.215
10611,49.7
10612,57.062
10613,59.925
10614,85.902
10615,95.998
10616,78.498
10617,58.91
10618,53.735
10619,59.305
10620,69.308
10621,80.918
10622,75.975
10623,32.16
10624,66.695
10625,63.622
10626,60.142
10627,17.362
10628,22.088
10629,30.192
10630,43.32
10631,46.21
10632,47.242
10633,42.432
10634,40.445
10635,27.365
10636,47.382
10637,46.58
10638,65.79
10639,47.875
10640,48.732
10641,50.78
10642,50.275
10643,39.422
10644,40.19
10645,38.575
10646,31.742
10647,19.972
10648,32.635
10649,33.405
10650,27.47
10651,20.205
10652,3.11
10653,10.068
10654,15.978
10655,17.765
10656,18.232
10657,10.92
10658,13.205
10659,26.652
10660,24.865
10661,22.5
10662,27.875
10663,29.775
10664,41.452
10665,45.232
10666,34.71
10667,54.868
10668,59.125
10669,50.218
10670,46.84
10671,28.345
10672,5.547
10673,34.015
10674,44.16
10675,51.658
10676,46.062
10677,35.01
10678,43.22
10679,54.405
10680,79.718
10681,88.965
10682,85.782
10683,67.778
10684,71.825
10685,102.95
10686,115.42
10687,121.362
10688,76.417
10689,76.665
10690,73.79
10691,46.318
10692,54.292
10693,67.62
10694,45.118
10695,34.412
10696,49.755
10697,53.468
10698,65.075
10699,32.952
10700,18.982
10701,13.488
10702,27.44
10703,33.342
10704,40.772
10705,36.792
10706,26.23
10707,28.37
10708,62.535
10709,71.695
10710,78.795
10711,85.398
10712,77.062
10713,29.322
10714,25.478
10715,41.9
10716,43.0
10717,37.532
10718,16.835
10719,21.575
10720,23.752
10721,23.93
10722,26.155
10723,36.61
10724,36.015
10725,46.818
10726,74.502
10727,90.235
10728,76.748
10729,95.168
10730,104.64
10731,100.845
10732,146.558
10733,114.925
10734,128.428
10735,118.21
10736,112.575
10737,132.408
10738,68.135
10739,41.015
10740,26.158
10741,27.63
10742,21.928
10743,19.498
10744,24.872
10745,37.8
10746,16.542
10747,36.835
10748,38.188
10749,28.268
10750,33.26
10751,14.332
10752,15.305
10753,35.192
10754,40.58
10755,32.817
10756,26.965
10757,15.968
10758,13.055
10759,8.99
10760,8.71
10761,16.622
10762,28.585
10763,24.168
10764,27.885
10765,29.265
10766,21.822
10767,17.652
10768,24.28
10769,23.262
10770,41.378
10771,40.478
10772,31.455
10773,75.618
10774,93.02
10775,103.795
10776,86.545
10777,70.748
10778,65.718
10779,76.07
10780,60.918
10781,60.478
10782,54.768
10783,46.88
10784,43.008
10785,36.87
10786,39.01
10787,51.755
10788,60.515
10789,50.245
10790,35.592
10791,30.155
10792,34.675
10793,35.537
10794,31.282
10795,48.8
10796,57.328
10797,58.72
10798,62.23
10799,39.94
10800,28.925
10801,22.265
10802,24.768
10803,42.135
10804,78.125
10805,85.102
10806,97.538
10807,148.13
10808,108.648
10809,86.552
10810,75.54
10811,59.238
10812,42.012
10813,40.67
10814,31.078
10815,19.38
10816,23.37
10817,22.065
10818,33.872
10819,36.008
10820,57.195
10821,56.495
10822,52.24
10823,46.698
10824,63.678
10825,53.865
10826,49.1
10827,74.795
10828,74.642
10829,66.078
10830,105.552
10831,159.668
10832,195.252
10833,79.385
10834,5.66
10835,2.655
10836,11.01
10837,18.13
10838,17.678
10839,3.787
10840,15.562
10841,22.07
10842,37.45
10843,24.59
10844,19.132
10845,43.428
10846,56.145
10847,68.602
10848,88.845
10849,80.28
10850,77.035
10851,83.378
10852,87.022
10853,90.155
10854,108.775
10855,107.938
10856,93.138
10857,75.727
10858,56.0
10859,47.605
10860,47.185
10861,42.8
10862,33.188
10863,30.25
10864,31.55
10865,34.408
10866,35.9
10867,27.268
10868,18.415
10869,37.468
10870,34.71
10871,41.892
10872,36.895
10873,45.09
10874,55.635
10875,76.29
10876,91.96
10877,108.7
10878,111.342
10879,95.058
10880,72.222
10881,58.655
10882,65.19
10883,60.258
10884,57.65
10885,56.495
10886,55.952
10887,68.54
10888,43.03
10889,46.111
10890,49.192
10891,52.273
10892,55.354
10893,58.435
10894,61.516
10895,64.597
10896,67.678
10897,70.759
10898,73.84
10899,76.921
10900,80.002
10901,83.083
10902,86.164
10903,89.245
10904,92.326
10905,95.407
10906,98.488
10907,101.569
10908,104.65
10909,130.553
10910,83.045
10911,52.632
10912,31.135
10913,35.068
10914,37.025
10915,28.745
10916,26.14
10917,25.98
10918,29.208
10919,29.1
10920,31.098
10921,39.3
10922,28.918
10923,25.578
10924,19.372
10925,32.86
10926,54.802
10927,43.365
10928,22.522
10929,46.828
10930,36.352
10931,37.433
10932,53.042
10933,47.68
10934,32.377
10935,21.595
10936,25.505
10937,26.442
10938,20.58
10939,6.945
10940,18.472
10941,32.655
10942,44.632
10943,47.025
10944,57.852
10945,48.155
10946,54.162
10947,97.468
10948,92.335
10949,73.538
10950,61.855
10951,41.51
10952,60.582
10953,59.262
10954,48.848
10955,34.828
10956,15.858
10957,32.705
10958,16.048
10959,10.9
10960,7.495
10961,8.278
10962,15.905
10963,12.218
10964,32.125
10965,45.19
10966,63.265
10967,50.568
10968,52.86
10969,69.152
10970,56.825
10971,70.667
10972,74.773
10973,80.195
10974,122.538
10975,143.318
10976,113.782
10977,50.008
10978,38.798
10979,49.892
10980,53.038
10981,39.58
10982,40.155
10983,39.132
10984,36.868
10985,25.31
10986,21.588
10987,33.223
10988,28.012
10989,34.988
10990,41.34
10991,46.962
10992,45.715
10993,58.7
10994,57.53
10995,76.855
10996,61.185
10997,25.46
10998,35.335
10999,13.52
11000,13.462
11001,21.142
11002,25.31
11003,37.282
11004,30.658
11005,31.735
11006,19.338
11007,15.97
11008,22.278
11009,20.685
11010,27.285
11011,25.692
11012,36.448
11013,59.042
11014,102.222
11015,78.58
11016,41.262
11017,33.995
11018,36.362
11019,48.77
11020,44.295
11021,85.785
11022,89.062
11023,82.138
11024,90.322
11025,50.08
11026,22.105
11027,20.15
11028,21.142
11029,25.72
11030,19.77
11031,16.208
11032,12.098
11033,15.01
11034,23.48
11035,28.418
11036,34.75
11037,60.53
11038,100.988
11039,101.455
11040,56.095
11041,21.592
11042,19.938
11043,8.378
11044,15.33
11045,16.445
11046,30.765
11047,37.59
11048,41.775
11049,50.695
11050,18.75
11051,21.308
11052,32.87
11053,28.572
11054,19.135
11055,17.93
11056,9.618
11057,6.46
11058,11.678
11059,35.622
11060,51.468
11061,70.002
11062,72.092
11063,46.718
11064,35.658
11065,40.872
11066,62.845
11067,44.815
11068,24.37
11069,30.382
11070,27.245
11071,60.32
11072,97.798
11073,72.128
11074,42.38
11075,18.595
11076,13.822
11077,27.385
11078,13.285
11079,12.262
11080,3.675
11081,3.932
11082,9.298
11083,31.81
11084,29.752
11085,44.418
11086,52.73
11087,56.065
11088,80.195
11089,74.925
11090,76.895
11091,79.262
11092,83.088
11093,126.465
11094,159.615
11095,143.922
11096,127.79
11097,128.67
11098,129.238
11099,67.99
11100,46.148
11101,33.482
11102,13.12
11103,1.09
11104,12.875
11105,16.235
11106,21.758
11107,26.072
11108,28.832
11109,46.04
11110,73.782
11111,79.152
11112,104.252
11113,132.738
11114,137.115
11115,136.28
11116,172.318
11117,215.86
11118,198.615
11119,187.825
11120,152.88
11121,144.79
11122,90.42
11123,35.052
11124,8.458
11125,14.56
11126,10.37
11127,6.18
11128,1.99
11129,17.575
11130,30.992
11131,33.395
11132,47.078
11133,92.078
11134,80.835
11135,72.225
11136,108.898
11137,106.818
11138,127.7
11139,120.178
11140,104.54
11141,117.91
11142,172.872
11143,139.15
11144,130.35
11145,112.96
11146,39.958
11147,1.34
11148,7.845
11149,9.71
11150,9.582
11151,7.986
11152,6.39
11153,4.632
11154,22.96
11155,28.995
11156,48.695
11157,60.22
11158,89.702
11159,146.738
11160,196.358
11161,217.368
11162,201.515
11163,185.568
11164,189.72
11165,209.772
11166,260.207
11167,193.168
11168,131.868
11169,69.305
11170,17.405
11171,6.855
11172,7.832
11173,11.7
11174,4.6
11175,1.42
11176,2.92
11177,17.695
11178,23.038
11179,31.835
11180,32.948
11181,52.68
11182,88.64
11183,137.202
11184,176.878
11185,181.342
11186,126.77
11187,110.905
11188,120.845
11189,122.745
11190,113.038
11191,86.462
11192,52.325
11193,30.652
11194,39.07
11195,44.18
11196,31.488
11197,19.642
